TestName,SubItem,SubSubItem,test time(s),Atlas_test_time(s),Atlas_SubItem,Atlas_Item,Is_Found,Commnet
SOC,PerfState_State1_VBAT4V3,State_1,0.423167,0.161786,PerfState_State1_VBAT4V3,SOC PerfState_State1_VBAT4V3 State_1,Y,short short time
SOC,PerfState_State1_VBAT4V3,Get_SoC_voltage,0.002274,0.000521,PerfState_State1_VBAT4V3,SOC PerfState_State1_VBAT4V3 Get_SoC_voltage,Y,short time
SOC,PerfState_State1_VBAT4V3,PPVDD_S1_SOC_MS002,0.101513,0.098242,PerfState_State1_VBAT4V3,SOC PerfState_State1_VBAT4V3 PPVDD_S1_SOC_MS002,Y,short time
SOC,PerfState_State1_VBAT4V3,PPVDD_S1_DCS_MD002,0.103055,0.099007,PerfState_State1_VBAT4V3,SOC PerfState_State1_VBAT4V3 PPVDD_S1_DCS_MD002,Y,short time
SOC,PerfState_State1_VBAT4V3,PPVDD_S1_DISP_MI002,0.101638,0.098832,PerfState_State1_VBAT4V3,SOC PerfState_State1_VBAT4V3 PPVDD_S1_DISP_MI002,Y,short time
SOC,PerfState_State1_VBAT4V3,PPVDD_S1_SOC_Percentage,0.001570,0.000434,PerfState_State1_VBAT4V3,SOC PerfState_State1_VBAT4V3 PPVDD_S1_SOC_Percentage,Y,short time
SOC,PerfState_State1_VBAT4V3,State_Default,0.508989,0.175636,PerfState_State1_VBAT4V3,SOC PerfState_State1_VBAT4V3 State_Default,Y,short short time
SOC,PerfState_State1_VBAT4V3,SystemScheduler,0.351900+0.001851+0.101731+0.100349+0.001270+0.143579+0.423167+0.002274+0.101513+0.103055+0.101638+0.001570+0.508989,1.073421,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State2_VBAT4V3,CPU_State_2,0.360554,0.112646,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 CPU_State_2,Y,short short time
SOC,PerfState_State2_VBAT4V3,Get_ECPU_voltage,0.002559,0.000568,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 Get_ECPU_voltage,Y,short time
SOC,PerfState_State2_VBAT4V3,PPVDD_ECPU_ME003,0.100233,0.097627,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 PPVDD_ECPU_ME003,Y,short time
SOC,PerfState_State2_VBAT4V3,PPVDD_CPU_SRAM_MES003,0.101835,0.098727,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 PPVDD_CPU_SRAM_MES003,Y,short time
SOC,PerfState_State2_VBAT4V3,PPVDD_ECPU_Percentage,0.001716,0.000429,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 PPVDD_ECPU_Percentage,Y,short time
SOC,PerfState_State2_VBAT4V3,System_Current_with_WIFIBTOff,0.144987,0.130730,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State2_VBAT4V3,State_2,0.417309,0.161969,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 State_2,Y,short short time
SOC,PerfState_State2_VBAT4V3,Get_SoC_voltage,0.002320,0.000472,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 Get_SoC_voltage,Y,short time
SOC,PerfState_State2_VBAT4V3,PPVDD_S1_SOC_MS003,0.102967,0.098253,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 PPVDD_S1_SOC_MS003,Y,short time
SOC,PerfState_State2_VBAT4V3,PPVDD_S1_DCS_MD003,0.100683,0.098782,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 PPVDD_S1_DCS_MD003,Y,short time
SOC,PerfState_State2_VBAT4V3,PPVDD_S1_DISP_MI003,0.102971,0.098413,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 PPVDD_S1_DISP_MI003,Y,short time
SOC,PerfState_State2_VBAT4V3,State_Default,0.506272,0.176525,PerfState_State2_VBAT4V3,SOC PerfState_State2_VBAT4V3 State_Default,Y,short short time
SOC,PerfState_State2_VBAT4V3,SystemScheduler,0.360554+0.002559+0.100233+0.101835+0.001716+0.144987+0.417309+0.002320+0.102967+0.100683+0.102971+0.506272,1.075141,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State3_VBAT4V3,CPU_State_3,0.312832,0.113549,PerfState_State3_VBAT4V3,SOC PerfState_State3_VBAT4V3 CPU_State_3,Y,short short time
SOC,PerfState_State3_VBAT4V3,Get_ECPU_voltage,0.002200,0.000507,PerfState_State3_VBAT4V3,SOC PerfState_State3_VBAT4V3 Get_ECPU_voltage,Y,short time
SOC,PerfState_State3_VBAT4V3,PPVDD_ECPU_ME004,0.102266,0.098361,PerfState_State3_VBAT4V3,SOC PerfState_State3_VBAT4V3 PPVDD_ECPU_ME004,Y,short time
SOC,PerfState_State3_VBAT4V3,PPVDD_CPU_SRAM_MES004,0.101426,0.098496,PerfState_State3_VBAT4V3,SOC PerfState_State3_VBAT4V3 PPVDD_CPU_SRAM_MES004,Y,short time
SOC,PerfState_State3_VBAT4V3,PPVDD_ECPU_Percentage,0.001180,0.000436,PerfState_State3_VBAT4V3,SOC PerfState_State3_VBAT4V3 PPVDD_ECPU_Percentage,Y,short time
SOC,PerfState_State3_VBAT4V3,System_Current_with_WIFIBTOff,0.144144,0.130953,PerfState_State3_VBAT4V3,SOC PerfState_State3_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State3_VBAT4V3,State_Default,0.523396,0.161882,PerfState_State3_VBAT4V3,SOC PerfState_State3_VBAT4V3 State_Default,Y,short short time
SOC,PerfState_State3_VBAT4V3,SystemScheduler,0.312832+0.002200+0.102266+0.101426+0.001180+0.144144+0.523396,0.604184,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State4_VBAT4V3,CPU_State_4,0.314291,0.113785,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 CPU_State_4,Y,short short time
SOC,PerfState_State4_VBAT4V3,Get_ECPU_voltage,0.002327,0.000514,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 Get_ECPU_voltage,Y,short time
SOC,PerfState_State4_VBAT4V3,PPVDD_ECPU_ME005,0.102374,0.098119,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 PPVDD_ECPU_ME005,Y,short time
SOC,PerfState_State4_VBAT4V3,PPVDD_CPU_SRAM_MES005,0.100730,0.098194,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 PPVDD_CPU_SRAM_MES005,Y,short time
SOC,PerfState_State4_VBAT4V3,PPVDD_ECPU_Percentage,0.002085,0.000438,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 PPVDD_ECPU_Percentage,Y,short time
SOC,PerfState_State4_VBAT4V3,System_Current_with_WIFIBTOff,0.140733,0.129665,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State4_VBAT4V3,Delta_System_Current_0_and_4,0.001537,0.000448,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 Delta_System_Current_0_and_4,Y,short time
SOC,PerfState_State4_VBAT4V3,Delta_System_Current_1_and_4,0.001210,0.000480,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 Delta_System_Current_1_and_4,Y,short time
SOC,PerfState_State4_VBAT4V3,Delta_System_Current_2_and_4,0.001215,0.000377,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 Delta_System_Current_2_and_4,Y,short time
SOC,PerfState_State4_VBAT4V3,Delta_System_Current_3_and_4,0.001292,0.000304,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 Delta_System_Current_3_and_4,Y,short time
SOC,PerfState_State4_VBAT4V3,State_Default,0.507343,0.164824,PerfState_State4_VBAT4V3,SOC PerfState_State4_VBAT4V3 State_Default,Y,short short time
SOC,PerfState_State4_VBAT4V3,SystemScheduler,0.314291+0.002327+0.102374+0.100730+0.002085+0.140733+0.001537+0.001210+0.001215+0.001292+0.507343,0.607148,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State5_VBAT4V3,CPU_State_5,0.462782,0.219907,PerfState_State5_VBAT4V3,SOC PerfState_State5_VBAT4V3 CPU_State_5,Y,short short time
SOC,PerfState_State5_VBAT4V3,Get_CPU_voltage,0.002612,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State5_VBAT4V3,PPVDD_CPU_MP001,0.098895,0.098365,PerfState_State5_VBAT4V3,SOC PerfState_State5_VBAT4V3 PPVDD_CPU_MP001,Y,short time
SOC,PerfState_State5_VBAT4V3,PPVDD_CPU_SRAM_MPS001,0.101653,0.098225,PerfState_State5_VBAT4V3,SOC PerfState_State5_VBAT4V3 PPVDD_CPU_SRAM_MPS001,Y,short time
SOC,PerfState_State5_VBAT4V3,PPVDD_CPU_Percentage,0.001480,0.000494,PerfState_State5_VBAT4V3,SOC PerfState_State5_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State5_VBAT4V3,System_Current_with_WIFIBTOff,0.142132,0.131388,PerfState_State5_VBAT4V3,SOC PerfState_State5_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State5_VBAT4V3,SystemScheduler,0.462782+0.002612+0.098895+0.101653+0.001480+0.142132,0.548941,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State4_VBAT4V3,Delta_System_Current_5_and_4,0.001447,0.000414,PerfState_State5_VBAT4V3,SOC PerfState_State5_VBAT4V3 Delta_System_Current_5_and_4,Y,short time
SOC,PerfState_State4_VBAT4V3,SystemScheduler,0.001447,0.000414,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State5_VBAT4V3,State_Default,0.622440,0.270026,PerfState_State5_VBAT4V3,SOC PerfState_State5_VBAT4V3 State_Default,Y,short short time
SOC,PerfState_State5_VBAT4V3,SystemScheduler,0.622440,0.270026,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State6_VBAT4V3,CPU_State_6,0.457867,0.223156,PerfState_State6_VBAT4V3,SOC PerfState_State6_VBAT4V3 CPU_State_6,Y,short short time
SOC,PerfState_State6_VBAT4V3,Get_CPU_voltage,0.002169,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State6_VBAT4V3,PPVDD_CPU_MP101,0.101408,0.099551,PerfState_State6_VBAT4V3,SOC PerfState_State6_VBAT4V3 PPVDD_CPU_MP101,Y,short time
SOC,PerfState_State6_VBAT4V3,PPVDD_CPU_SRAM_MPS101,0.101397,0.098556,PerfState_State6_VBAT4V3,SOC PerfState_State6_VBAT4V3 PPVDD_CPU_SRAM_MPS101,Y,short time
SOC,PerfState_State6_VBAT4V3,PPVDD_CPU_Percentage,0.001607,0.000460,PerfState_State6_VBAT4V3,SOC PerfState_State6_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State6_VBAT4V3,System_Current_with_WIFIBTOff,0.145573,0.130549,PerfState_State6_VBAT4V3,SOC PerfState_State6_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State6_VBAT4V3,Delta_System_Current_4_and_6,0.001117,0.000497,PerfState_State6_VBAT4V3,SOC PerfState_State6_VBAT4V3 Delta_System_Current_4_and_6,Y,short time
SOC,PerfState_State6_VBAT4V3,State_Default,0.626938,0.285212,PerfState_State6_VBAT4V3,SOC PerfState_State6_VBAT4V3 State_Default,Y,short short time
SOC,PerfState_State6_VBAT4V3,SystemScheduler,0.457867+0.002169+0.101408+0.101397+0.001607+0.145573+0.001117+0.626938,0.838543,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State7_VBAT4V3,State_7,0.408605,0.236172,PerfState_State7_VBAT4V3,SOC PerfState_State7_VBAT4V3 State_7,Y,short short time
SOC,PerfState_State7_VBAT4V3,Get_CPU_voltage,0.002306,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State7_VBAT4V3,PPVDD_CPU_MP102,0.101485,0.099008,PerfState_State7_VBAT4V3,SOC PerfState_State7_VBAT4V3 PPVDD_CPU_MP102,Y,short time
SOC,PerfState_State7_VBAT4V3,PPVDD_CPU_SRAM_MPS102,0.102744,0.098779,PerfState_State7_VBAT4V3,SOC PerfState_State7_VBAT4V3 PPVDD_CPU_SRAM_MPS102,Y,short time
SOC,PerfState_State7_VBAT4V3,PPVDD_CPU_Percentage,0.001694,0.000334,PerfState_State7_VBAT4V3,SOC PerfState_State7_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State7_VBAT4V3,System_Current_with_WIFIBTOff,0.145125,0.130664,PerfState_State7_VBAT4V3,SOC PerfState_State7_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State7_VBAT4V3,Delta_System_Current_4_and_7,0.001645,0.000434,PerfState_State7_VBAT4V3,SOC PerfState_State7_VBAT4V3 Delta_System_Current_4_and_7,Y,short time
SOC,PerfState_State7_VBAT4V3,SystemScheduler,0.408605+0.002306+0.101485+0.102744+0.001694+0.145125+0.001645,0.565953,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State8_VBAT4V3,State_8,0.314288,0.122208,PerfState_State8_VBAT4V3,SOC PerfState_State8_VBAT4V3 State_8,Y,short short time
SOC,PerfState_State8_VBAT4V3,Get_CPU_voltage,0.001957,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State8_VBAT4V3,PPVDD_CPU_MP002,0.100883,0.098058,PerfState_State8_VBAT4V3,SOC PerfState_State8_VBAT4V3 PPVDD_CPU_MP002,Y,short time
SOC,PerfState_State8_VBAT4V3,PPVDD_CPU_SRAM_MPS002,0.101899,0.098532,PerfState_State8_VBAT4V3,SOC PerfState_State8_VBAT4V3 PPVDD_CPU_SRAM_MPS002,Y,short time
SOC,PerfState_State8_VBAT4V3,PPVDD_CPU_Percentage,0.001154,0.000444,PerfState_State8_VBAT4V3,SOC PerfState_State8_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State8_VBAT4V3,System_Current_with_WIFIBTOff,0.144732,0.129967,PerfState_State8_VBAT4V3,SOC PerfState_State8_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State8_VBAT4V3,Delta_System_Current_4_and_8,0.001734,0.000442,PerfState_State8_VBAT4V3,SOC PerfState_State8_VBAT4V3 Delta_System_Current_4_and_8,Y,short time
SOC,PerfState_State8_VBAT4V3,SystemScheduler,0.314288+0.001957+0.100883+0.101899+0.001154+0.144732+0.001734,0.450213,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State9_VBAT4V3,State_9,0.306040,0.122023,PerfState_State9_VBAT4V3,SOC PerfState_State9_VBAT4V3 State_9,Y,short short time
SOC,PerfState_State9_VBAT4V3,Get_CPU_voltage,0.002029,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State9_VBAT4V3,PPVDD_CPU_MP103,0.102495,0.098232,PerfState_State9_VBAT4V3,SOC PerfState_State9_VBAT4V3 PPVDD_CPU_MP103,Y,short time
SOC,PerfState_State9_VBAT4V3,PPVDD_CPU_SRAM_MPS103,0.102154,0.098317,PerfState_State9_VBAT4V3,SOC PerfState_State9_VBAT4V3 PPVDD_CPU_SRAM_MPS103,Y,short time
SOC,PerfState_State9_VBAT4V3,PPVDD_CPU_Percentage,0.001722,0.000485,PerfState_State9_VBAT4V3,SOC PerfState_State9_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State9_VBAT4V3,System_Current_with_WIFIBTOff,0.143119,0.132310,PerfState_State9_VBAT4V3,SOC PerfState_State9_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State9_VBAT4V3,Delta_System_Current_4_and_9,0.001198,0.000459,PerfState_State9_VBAT4V3,SOC PerfState_State9_VBAT4V3 Delta_System_Current_4_and_9,Y,short time
SOC,PerfState_State9_VBAT4V3,SystemScheduler,0.306040+0.002029+0.102495+0.102154+0.001722+0.143119+0.001198,0.452388,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State10_VBAT4V3,State_10,0.311102,0.118754,PerfState_State10_VBAT4V3,SOC PerfState_State10_VBAT4V3 State_10,Y,short short time
SOC,PerfState_State10_VBAT4V3,Get_CPU_voltage,0.001888,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State10_VBAT4V3,PPVDD_CPU_MP003,0.100349,0.098181,PerfState_State10_VBAT4V3,SOC PerfState_State10_VBAT4V3 PPVDD_CPU_MP003,Y,short time
SOC,PerfState_State10_VBAT4V3,PPVDD_CPU_SRAM_MPS003,0.100583,0.099108,PerfState_State10_VBAT4V3,SOC PerfState_State10_VBAT4V3 PPVDD_CPU_SRAM_MPS003,Y,short time
SOC,PerfState_State10_VBAT4V3,PPVDD_CPU_Percentage,0.001704,0.000439,PerfState_State10_VBAT4V3,SOC PerfState_State10_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State10_VBAT4V3,System_Current_with_WIFIBTOff,0.143234,0.129603,PerfState_State10_VBAT4V3,SOC PerfState_State10_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State10_VBAT4V3,Delta_System_Current_4_and_10,0.001146,0.000433,PerfState_State10_VBAT4V3,SOC PerfState_State10_VBAT4V3 Delta_System_Current_4_and_10,Y,short time
SOC,PerfState_State10_VBAT4V3,SystemScheduler,0.311102+0.001888+0.100349+0.100583+0.001704+0.143234+0.001146,0.44708,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State11_VBAT4V3,State_11,0.317369,0.121016,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 State_11,Y,short short time
SOC,PerfState_State11_VBAT4V3,Get_CPU_voltage,0.002162,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State11_VBAT4V3,PPVDD_CPU_MP104,0.102325,0.097864,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 PPVDD_CPU_MP104,Y,short time
SOC,PerfState_State11_VBAT4V3,PPVDD_CPU_SRAM_MPS104,0.103391,0.098633,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 PPVDD_CPU_SRAM_MPS104,Y,short time
SOC,PerfState_State11_VBAT4V3,PPVDD_CPU_Percentage,0.001543,0.000443,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State11_VBAT4V3,System_Current_with_WIFIBTOff,0.144065,0.130518,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State11_VBAT4V3,Delta_System_Current_4_and_11,0.002050,0.000443,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Delta_System_Current_4_and_11,Y,short time
SOC,PerfState_State11_VBAT4V3,SystemScheduler,0.317369+0.002162+0.102325+0.103391+0.001543+0.144065+0.002050,0.449479,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State12_VBAT4V3,State_12,0.310460,0.120707,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 State_12,Y,short short time
SOC,PerfState_State12_VBAT4V3,Get_CPU_voltage,0.002242,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State12_VBAT4V3,PPVDD_CPU_MP004,0.101506,0.097523,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 PPVDD_CPU_MP004,Y,short time
SOC,PerfState_State12_VBAT4V3,PPVDD_CPU_SRAM_MPS004,0.102347,0.098701,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 PPVDD_CPU_SRAM_MPS004,Y,short time
SOC,PerfState_State12_VBAT4V3,PPVDD_CPU_Percentage,0.001798,0.000436,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State12_VBAT4V3,VBATT_CHECK_DEBUG_SocPerfState,0.101341,0.099267,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 VBATT_CHECK_DEBUG_SocPerfState,Y,short time
SOC,PerfState_State12_VBAT4V3,IBATT_CHECK_DEBUG_SocPerfState,0.143968,0.130728,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 IBATT_CHECK_DEBUG_SocPerfState,Y,short time
SOC,PerfState_State12_VBAT4V3,System_Current_with_WIFIBTOff,0.143636,0.130494,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State12_VBAT4V3,Delta_System_Current_4_and_12,0.001484,0.000445,PerfState_State12_VBAT4V3,SOC PerfState_State12_VBAT4V3 Delta_System_Current_4_and_12,Y,short time
SOC,PerfState_State12_VBAT4V3,SystemScheduler,0.310460+0.002242+0.101506+0.102347+0.001798+0.101341+0.143968+0.143636+0.001484,0.678863,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State13_VBAT4V3,State_13,0.315267,0.093469,PerfState_State13_VBAT4V3,SOC PerfState_State13_VBAT4V3 State_13,Y,short short time
SOC,PerfState_State13_VBAT4V3,Get_CPU_voltage,0.001738,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State13_VBAT4V3,PPVDD_CPU_MP005,0.101915,0.098588,PerfState_State13_VBAT4V3,SOC PerfState_State13_VBAT4V3 PPVDD_CPU_MP005,Y,short time
SOC,PerfState_State13_VBAT4V3,PPVDD_CPU_SRAM_MPS005,0.101974,0.099642,PerfState_State13_VBAT4V3,SOC PerfState_State13_VBAT4V3 PPVDD_CPU_SRAM_MPS005,Y,short time
SOC,PerfState_State13_VBAT4V3,PPVDD_CPU_Percentage,0.001623,0.000604,PerfState_State13_VBAT4V3,SOC PerfState_State13_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State13_VBAT4V3,System_Current_with_WIFIBTOff,0.144546,0.132554,PerfState_State13_VBAT4V3,SOC PerfState_State13_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State13_VBAT4V3,Delta_System_Current_4_and_13,0.001535,0.000525,PerfState_State13_VBAT4V3,SOC PerfState_State13_VBAT4V3 Delta_System_Current_4_and_13,Y,short time
SOC,PerfState_State13_VBAT4V3,SystemScheduler,0.315267+0.001738+0.101915+0.101974+0.001623+0.144546+0.001535,0.425944,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State14_VBAT4V3,State_14,0.310102,0.104460,PerfState_State14_VBAT4V3,SOC PerfState_State14_VBAT4V3 State_14,Y,short short time
SOC,PerfState_State14_VBAT4V3,Get_CPU_voltage,0.002429,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State14_VBAT4V3,PPVDD_CPU_MP006,0.101813,0.098610,PerfState_State14_VBAT4V3,SOC PerfState_State14_VBAT4V3 PPVDD_CPU_MP006,Y,short time
SOC,PerfState_State14_VBAT4V3,PPVDD_CPU_SRAM_MPS006,0.101436,0.098852,PerfState_State14_VBAT4V3,SOC PerfState_State14_VBAT4V3 PPVDD_CPU_SRAM_MPS006,Y,short time
SOC,PerfState_State14_VBAT4V3,PPVDD_CPU_Percentage,0.002066,0.000424,PerfState_State14_VBAT4V3,SOC PerfState_State14_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State14_VBAT4V3,System_Current_with_WIFIBTOff,0.144244,0.129985,PerfState_State14_VBAT4V3,SOC PerfState_State14_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State14_VBAT4V3,Delta_System_Current_4_and_14,0.001656,0.000422,PerfState_State14_VBAT4V3,SOC PerfState_State14_VBAT4V3 Delta_System_Current_4_and_14,Y,short time
SOC,PerfState_State14_VBAT4V3,SystemScheduler,0.310102+0.002429+0.101813+0.101436+0.002066+0.144244+0.001656,0.433315,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State15_VBAT4V3,State_15,0.308177,0.122673,PerfState_State15_VBAT4V3,SOC PerfState_State15_VBAT4V3 State_15,Y,short short time
SOC,PerfState_State15_VBAT4V3,Get_CPU_voltage,0.002705,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State15_VBAT4V3,PPVDD_CPU_MP007,0.102684,0.098432,PerfState_State15_VBAT4V3,SOC PerfState_State15_VBAT4V3 PPVDD_CPU_MP007,Y,short time
SOC,PerfState_State15_VBAT4V3,PPVDD_CPU_SRAM_MPS007,0.102463,0.100828,PerfState_State15_VBAT4V3,SOC PerfState_State15_VBAT4V3 PPVDD_CPU_SRAM_MPS007,Y,short time
SOC,PerfState_State15_VBAT4V3,PPVDD_CPU_Percentage,0.001745,0.000440,PerfState_State15_VBAT4V3,SOC PerfState_State15_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State15_VBAT4V3,System_Current_with_WIFIBTOff,0.144555,0.130234,PerfState_State15_VBAT4V3,SOC PerfState_State15_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State15_VBAT4V3,Delta_System_Current_4_and_15,0.001747,0.000556,PerfState_State15_VBAT4V3,SOC PerfState_State15_VBAT4V3 Delta_System_Current_4_and_15,Y,short time
SOC,PerfState_State15_VBAT4V3,SystemScheduler,0.308177+0.002705+0.102684+0.102463+0.001745+0.144555+0.001747,0.453725,,,,
,,,,,,,,
,,,,,,,,
SOC,PerfState_State16_VBAT4V3,State_16,0.306883,0.118416,PerfState_State16_VBAT4V3,SOC PerfState_State16_VBAT4V3 State_16,Y,short short time
SOC,PerfState_State16_VBAT4V3,Get_CPU_voltage,0.002445,0.000562,PerfState_State11_VBAT4V3,SOC PerfState_State11_VBAT4V3 Get_CPU_voltage,Y,short time
SOC,PerfState_State16_VBAT4V3,PPVDD_CPU_MP008,0.102163,0.098478,PerfState_State16_VBAT4V3,SOC PerfState_State16_VBAT4V3 PPVDD_CPU_MP008,Y,short time
SOC,PerfState_State16_VBAT4V3,PPVDD_CPU_SRAM_MPS008,0.103046,0.098401,PerfState_State16_VBAT4V3,SOC PerfState_State16_VBAT4V3 PPVDD_CPU_SRAM_MPS008,Y,short time
SOC,PerfState_State16_VBAT4V3,PPVDD_CPU_Percentage,0.001644,0.000426,PerfState_State16_VBAT4V3,SOC PerfState_State16_VBAT4V3 PPVDD_CPU_Percentage,Y,short time
SOC,PerfState_State16_VBAT4V3,System_Current_with_WIFIBTOff,0.142819,0.129694,PerfState_State16_VBAT4V3,SOC PerfState_State16_VBAT4V3 System_Current_with_WIFIBTOff,Y,short time
SOC,PerfState_State16_VBAT4V3,Delta_System_Current_4_and_16,0.001404,0.000443,PerfState_State16_VBAT4V3,SOC PerfState_State16_VBAT4V3 Delta_System_Current_4_and_16,Y,short time
SOC,PerfState_State16_VBAT4V3,SystemScheduler,0.306883+0.002445+0.102163+0.103046+0.001644+0.142819+0.001404,0.44642,,,,
,,,,,,,,
,,,,,,,,
